Event ID,User ID,Type,Timestamp
EV00003,VL00020,enquiry,2024-12-17T16:26:54
EV00002,VL00072,review,2024-12-21T04:11:09
EV00009,VL00049,view,2024-12-16T21:33:50
EV00010,VL00080,view,2024-12-21T10:18:44
EV00007,VL00005,view,2024-12-18T04:44:50
EV00010,VL00028,view,2024-12-22T16:12:37
EV00008,VL00067,review,2024-12-18T06:42:07
EV00003,VL00025,view,2024-12-17T18:56:43
EV00010,VL00044,view,2024-12-17T20:24:04
EV00007,VL00013,watchlisted,2024-12-17T02:45:30
EV00012,VL00024,view,2024-12-18T05:02:45
EV00004,VL00029,view,2024-12-21T17:11:44
EV00005,VL00014,watchlisted,2024-12-21T18:07:08
EV00003,VL00069,view,2024-12-21T15:57:55
EV00010,VL00048,enquiry,2024-12-19T09:34:14
EV00011,VL00072,view,2024-12-18T01:54:18
EV00003,VL00075,view,2024-12-19T03:19:12
EV00003,VL00059,watchlisted,2024-12-23T11:57:31
EV00001,VL00036,view,2024-12-16T23:29:00
EV00003,VL00029,view,2024-12-17T02:01:49
EV00011,VL00046,view,2024-12-22T22:02:33
EV00005,VL00078,view,2024-12-21T04:13:01
EV00008,VL00020,watchlisted,2024-12-21T10:17:38
EV00004,VL00046,view,2024-12-18T18:01:33
EV00006,VL00047,view,2024-12-16T12:21:42
EV00002,VL00012,view,2024-12-21T17:15:28
EV00004,VL00015,view,2024-12-22T03:22:04
EV00007,VL00066,view,2024-12-22T16:01:45
EV00009,VL00033,view,2024-12-21T00:20:18
EV00005,VL00040,enquiry,2024-12-22T00:13:50
EV00007,VL00033,watchlisted,2024-12-18T22:49:33
EV00010,VL00043,view,2024-12-18T06:50:52
EV00004,VL00026,enquiry,2024-12-22T14:32:00
EV00007,VL00066,review,2024-12-21T22:05:06
EV00007,VL00044,review,2024-12-21T23:06:48
EV00005,VL00080,apply,2024-12-19T15:50:41
EV00012,VL00064,review,2024-12-22T19:41:16
EV00011,VL00033,watchlisted,2024-12-17T05:28:05
EV00013,VL00021,view,2024-12-22T16:45:20
EV00008,VL00060,view,2024-12-16T14:10:31
EV00002,VL00075,watchlisted,2024-12-16T13:00:58
EV00002,VL00055,view,2024-12-21T02:21:38
EV00003,VL00022,review,2024-12-20T02:12:23
EV00002,VL00027,apply,2024-12-22T11:07:17
EV00007,VL00003,view,2024-12-21T15:16:52
EV00006,VL00045,view,2024-12-17T21:26:00
EV00008,VL00020,watchlisted,2024-12-17T13:02:21
EV00011,VL00046,view,2024-12-20T05:18:48
EV00005,VL00059,view,2024-12-19T17:48:56
EV00009,VL00064,review,2024-12-19T14:28:34
EV00010,VL00068,enquiry,2024-12-17T03:58:19
EV00006,VL00065,view,2024-12-22T17:29:42
EV00006,VL00080,watchlisted,2024-12-17T12:13:50
EV00002,VL00037,apply,2024-12-17T16:11:32
EV00011,VL00058,view,2024-12-17T04:02:03
EV00013,VL00046,view,2024-12-20T15:05:12
EV00007,VL00065,view,2024-12-17T00:48:40
EV00001,VL00046,enquiry,2024-12-20T09:26:37
EV00011,VL00049,view,2024-12-17T20:11:03
EV00002,VL00008,view,2024-12-21T14:35:51
EV00012,VL00004,view,2024-12-18T23:29:29
EV00001,VL00021,view,2024-12-17T07:23:39
EV00010,VL00080,view,2024-12-22T12:09:20
EV00008,VL00078,view,2024-12-16T18:28:47
EV00007,VL00033,view,2024-12-18T05:07:14
EV00012,VL00012,view,2024-12-16T23:41:38
EV00013,VL00062,view,2024-12-20T20:21:56
EV00006,VL00011,enquiry,2024-12-18T14:55:26
EV00001,VL00057,view,2024-12-21T03:25:00
EV00004,VL00048,enquiry,2024-12-17T14:43:54
EV00010,VL00019,apply,2024-12-22T20:38:22
EV00001,VL00054,watchlisted,2024-12-17T10:44:42
EV00012,VL00044,view,2024-12-21T10:46:43
EV00013,VL00059,watchlisted,2024-12-21T11:36:08
EV00008,VL00069,view,2024-12-16T19:41:52
EV00013,VL00006,view,2024-12-18T09:24:18
EV00013,VL00044,view,2024-12-18T03:46:47
EV00011,VL00026,view,2024-12-21T11:41:35
EV00002,VL00030,view,2024-12-22T13:21:59
EV00009,VL00021,view,2024-12-18T10:17:33
EV00008,VL00020,view,2024-12-17T12:15:07
EV00004,VL00037,watchlisted,2024-12-19T16:59:00
EV00005,VL00075,watchlisted,2024-12-22T23:05:25
EV00005,VL00056,review,2024-12-18T01:34:13
EV00004,VL00043,view,2024-12-21T23:39:54
EV00007,VL00007,enquiry,2024-12-20T19:51:38
EV00002,VL00078,view,2024-12-17T19:40:28
EV00005,VL00051,view,2024-12-17T12:33:47
EV00008,VL00079,view,2024-12-22T15:25:56
EV00002,VL00073,review,2024-12-22T01:43:28
EV00004,VL00056,view,2024-12-17T07:17:32
EV00008,VL00069,view,2024-12-16T14:56:46
EV00013,VL00024,view,2024-12-17T22:56:01
EV00011,VL00073,view,2024-12-20T19:56:38
EV00005,VL00042,view,2024-12-23T07:31:52
EV00009,VL00047,apply,2024-12-18T22:42:07
EV00001,VL00024,view,2024-12-21T05:57:43
EV00011,VL00078,enquiry,2024-12-17T02:49:53
EV00005,VL00053,watchlisted,2024-12-22T02:04:32
EV00006,VL00017,view,2024-12-18T06:20:50
EV00010,VL00063,apply,2024-12-20T10:19:45
EV00011,VL00055,view,2024-12-21T00:52:19
EV00008,VL00009,view,2024-12-18T16:27:16
EV00007,VL00027,review,2024-12-19T03:52:22
EV00013,VL00014,view,2024-12-18T03:05:06
EV00012,VL00070,view,2024-12-16T15:37:14
EV00011,VL00043,view,2024-12-22T09:33:55
EV00003,VL00044,view,2024-12-16T12:52:39
EV00011,VL00010,watchlisted,2024-12-19T17:17:37
EV00011,VL00026,enquiry,2024-12-22T12:22:29
EV00004,VL00078,view,2024-12-22T10:14:43
EV00009,VL00057,view,2024-12-20T09:04:16
EV00006,VL00066,enquiry,2024-12-19T17:42:41
EV00008,VL00034,view,2024-12-23T12:02:21
EV00013,VL00055,watchlisted,2024-12-21T11:52:35
EV00008,VL00021,view,2024-12-20T03:35:55
EV00013,VL00017,enquiry,2024-12-21T03:42:40
EV00012,VL00004,apply,2024-12-19T05:15:57
EV00011,VL00027,view,2024-12-18T03:33:34
EV00009,VL00017,watchlisted,2024-12-22T14:24:03
EV00007,VL00053,view,2024-12-18T11:18:50
EV00012,VL00037,view,2024-12-23T07:11:40
EV00001,VL00010,view,2024-12-20T03:28:36
EV00013,VL00076,enquiry,2024-12-19T04:02:17
EV00011,VL00076,view,2024-12-19T05:50:24
EV00010,VL00048,view,2024-12-21T01:28:01
EV00008,VL00054,view,2024-12-21T03:29:27
EV00013,VL00067,watchlisted,2024-12-20T16:00:04
EV00011,VL00072,watchlisted,2024-12-23T10:47:11
EV00002,VL00040,view,2024-12-23T07:13:16
EV00003,VL00025,view,2024-12-22T04:47:42
EV00008,VL00064,view,2024-12-23T09:47:51
EV00001,VL00075,view,2024-12-21T18:43:04
EV00007,VL00017,view,2024-12-17T06:02:12
EV00008,VL00069,watchlisted,2024-12-17T21:26:47
EV00004,VL00004,view,2024-12-17T21:35:29
EV00007,VL00015,view,2024-12-20T05:13:14
EV00002,VL00079,watchlisted,2024-12-21T02:27:41
EV00011,VL00004,apply,2024-12-17T03:07:23
EV00008,VL00046,review,2024-12-20T02:39:00
EV00012,VL00059,view,2024-12-22T12:29:47
EV00004,VL00080,watchlisted,2024-12-21T07:49:12
EV00009,VL00003,apply,2024-12-21T05:25:09
EV00001,VL00064,watchlisted,2024-12-20T22:44:48
EV00013,VL00006,watchlisted,2024-12-21T10:26:17
EV00012,VL00059,view,2024-12-18T15:42:11
EV00005,VL00024,view,2024-12-22T16:09:47
EV00013,VL00028,view,2024-12-17T18:06:39
EV00008,VL00047,view,2024-12-19T18:56:28
EV00002,VL00034,enquiry,2024-12-22T15:24:43
EV00007,VL00068,enquiry,2024-12-18T09:20:33
EV00013,VL00063,apply,2024-12-22T20:49:46
EV00001,VL00055,review,2024-12-21T13:24:25
EV00013,VL00047,review,2024-12-19T14:09:42
EV00013,VL00028,view,2024-12-23T04:14:02
EV00009,VL00033,view,2024-12-18T10:19:35
EV00008,VL00031,view,2024-12-21T10:28:29
EV00001,VL00002,view,2024-12-17T16:19:56
EV00006,VL00016,watchlisted,2024-12-21T20:06:18
EV00012,VL00026,enquiry,2024-12-23T04:40:11
EV00003,VL00023,apply,2024-12-16T15:32:40
EV00005,VL00077,view,2024-12-22T07:59:32
EV00002,VL00039,view,2024-12-20T13:02:55
EV00002,VL00077,view,2024-12-22T22:01:58
EV00010,VL00043,view,2024-12-22T06:12:37
EV00009,VL00037,view,2024-12-18T14:29:03
EV00008,VL00033,review,2024-12-17T05:28:54
EV00003,VL00049,watchlisted,2024-12-22T18:07:31
EV00002,VL00057,watchlisted,2024-12-22T15:53:33
EV00013,VL00054,watchlisted,2024-12-19T00:34:19
EV00002,VL00039,watchlisted,2024-12-20T08:08:25
EV00012,VL00016,enquiry,2024-12-20T04:59:42
EV00001,VL00046,view,2024-12-22T04:23:55
EV00007,VL00042,view,2024-12-18T11:33:07
EV00003,VL00020,view,2024-12-17T22:27:35
EV00011,VL00051,view,2024-12-21T12:48:42
EV00002,VL00009,watchlisted,2024-12-19T13:04:13
EV00005,VL00026,watchlisted,2024-12-19T18:07:28
EV00009,VL00044,view,2024-12-20T02:25:27
EV00004,VL00039,view,2024-12-22T04:14:30
EV00001,VL00005,view,2024-12-17T11:15:19
EV00009,VL00015,enquiry,2024-12-19T21:55:12
EV00009,VL00036,review,2024-12-17T05:46:04
EV00006,VL00078,view,2024-12-19T04:23:19
EV00006,VL00047,watchlisted,2024-12-19T22:18:13
EV00008,VL00023,view,2024-12-17T15:43:53
EV00011,VL00078,view,2024-12-22T19:24:22
EV00011,VL00079,view,2024-12-17T07:28:11
EV00006,VL00029,view,2024-12-17T22:46:03
EV00012,VL00038,apply,2024-12-22T07:54:26
EV00012,VL00023,view,2024-12-16T17:51:47
EV00001,VL00075,view,2024-12-18T14:36:12
EV00002,VL00048,review,2024-12-17T16:43:09
EV00012,VL00057,watchlisted,2024-12-22T10:29:53
EV00007,VL00065,watchlisted,2024-12-17T23:57:41
EV00001,VL00044,view,2024-12-17T20:30:28
EV00002,VL00080,watchlisted,2024-12-21T17:47:48
EV00013,VL00005,watchlisted,2024-12-21T07:14:49
EV00011,VL00072,view,2024-12-16T13:13:44
EV00010,VL00004,view,2024-12-21T14:40:22
EV00011,VL00042,view,2024-12-19T19:07:11
EV00007,VL00068,view,2024-12-17T03:30:33
EV00003,VL00047,view,2024-12-19T18:18:36
EV00012,VL00010,view,2024-12-16T13:52:28
EV00011,VL00034,watchlisted,2024-12-20T10:31:48
EV00008,VL00063,view,2024-12-21T22:16:29
EV00003,VL00019,view,2024-12-19T18:14:01
EV00007,VL00009,view,2024-12-19T09:31:51
EV00010,VL00059,review,2024-12-18T16:11:56
EV00012,VL00018,apply,2024-12-21T19:53:34
EV00004,VL00013,view,2024-12-17T10:19:44
EV00010,VL00024,watchlisted,2024-12-20T07:51:42
EV00011,VL00021,view,2024-12-17T00:48:44
EV00008,VL00020,apply,2024-12-18T12:16:30
EV00007,VL00071,view,2024-12-16T12:17:42
EV00007,VL00053,watchlisted,2024-12-17T01:21:09
EV00009,VL00017,view,2024-12-17T21:03:50
EV00006,VL00040,watchlisted,2024-12-22T04:00:35
EV00007,VL00048,view,2024-12-22T16:28:29
EV00001,VL00016,view,2024-12-23T07:07:09
EV00013,VL00067,view,2024-12-22T23:59:07
EV00008,VL00008,view,2024-12-19T11:57:59
EV00007,VL00049,watchlisted,2024-12-19T16:27:19
EV00008,VL00063,view,2024-12-20T08:31:00
EV00003,VL00044,view,2024-12-19T15:18:02
EV00007,VL00046,view,2024-12-19T15:21:01
EV00010,VL00064,view,2024-12-22T04:25:56
EV00002,VL00073,enquiry,2024-12-22T19:59:21
EV00002,VL00034,view,2024-12-21T17:48:26
EV00012,VL00003,apply,2024-12-22T05:18:13
EV00011,VL00056,enquiry,2024-12-16T17:15:15
EV00008,VL00008,view,2024-12-20T16:25:57
EV00006,VL00040,view,2024-12-19T08:35:10
EV00002,VL00004,view,2024-12-22T10:05:28
EV00006,VL00026,view,2024-12-19T12:34:37
EV00013,VL00060,enquiry,2024-12-21T13:14:12
EV00012,VL00071,view,2024-12-21T14:18:49
EV00007,VL00037,view,2024-12-17T02:50:55
EV00013,VL00034,view,2024-12-20T20:34:00
EV00008,VL00027,enquiry,2024-12-17T09:23:07
EV00006,VL00077,view,2024-12-20T09:48:02
EV00013,VL00037,watchlisted,2024-12-22T14:39:06
EV00011,VL00056,view,2024-12-20T14:35:38
EV00010,VL00079,view,2024-12-21T01:34:06
EV00009,VL00025,enquiry,2024-12-17T11:15:29
EV00001,VL00057,view,2024-12-19T16:15:14
EV00002,VL00065,view,2024-12-17T06:22:49
EV00010,VL00067,review,2024-12-22T04:27:03
EV00002,VL00037,view,2024-12-20T07:54:32
EV00009,VL00039,watchlisted,2024-12-16T20:46:32
EV00004,VL00067,view,2024-12-21T08:29:02
EV00004,VL00035,view,2024-12-16T23:32:03
EV00008,VL00005,review,2024-12-20T18:03:22
EV00005,VL00071,view,2024-12-18T13:59:16
EV00010,VL00043,view,2024-12-21T01:05:20
EV00010,VL00040,view,2024-12-22T04:04:30
EV00007,VL00065,view,2024-12-20T16:15:43
EV00013,VL00074,watchlisted,2024-12-17T13:52:35
EV00007,VL00076,view,2024-12-18T13:39:56
EV00009,VL00078,view,2024-12-21T18:33:08
EV00010,VL00022,view,2024-12-17T06:04:13
EV00009,VL00049,view,2024-12-22T19:01:20
EV00003,VL00038,view,2024-12-22T15:36:41
EV00006,VL00032,review,2024-12-18T21:41:24
EV00010,VL00018,enquiry,2024-12-21T06:34:45
EV00008,VL00059,review,2024-12-20T06:14:57
EV00003,VL00059,enquiry,2024-12-16T16:13:45
EV00013,VL00018,view,2024-12-21T08:22:53
EV00002,VL00033,watchlisted,2024-12-23T07:39:18
EV00001,VL00077,apply,2024-12-16T14:37:10
EV00005,VL00014,view,2024-12-17T02:40:23
EV00006,VL00023,enquiry,2024-12-17T10:01:30
EV00008,VL00078,view,2024-12-16T13:56:51
EV00012,VL00056,view,2024-12-23T06:06:19
EV00003,VL00075,view,2024-12-22T15:06:40
EV00012,VL00060,review,2024-12-22T21:29:11
EV00002,VL00012,apply,2024-12-21T04:17:49
EV00005,VL00045,view,2024-12-18T15:05:47
EV00011,VL00042,enquiry,2024-12-23T07:23:42
EV00011,VL00046,view,2024-12-21T15:38:12
EV00003,VL00008,view,2024-12-17T17:13:52
EV00001,VL00018,view,2024-12-22T03:40:54
EV00004,VL00049,view,2024-12-17T14:13:27
EV00008,VL00023,watchlisted,2024-12-18T13:02:34
EV00013,VL00033,apply,2024-12-21T22:18:28
EV00001,VL00079,view,2024-12-17T17:35:38
EV00013,VL00008,view,2024-12-23T03:55:53
EV00003,VL00028,review,2024-12-18T13:38:00
EV00001,VL00013,enquiry,2024-12-23T00:38:27
EV00007,VL00054,view,2024-12-19T16:07:39
EV00008,VL00047,view,2024-12-19T19:18:08
EV00005,VL00071,enquiry,2024-12-17T02:31:42
EV00009,VL00028,view,2024-12-22T04:31:56
EV00011,VL00013,view,2024-12-19T20:01:24
EV00002,VL00023,enquiry,2024-12-22T10:00:13
EV00001,VL00055,view,2024-12-17T04:54:07
EV00002,VL00013,watchlisted,2024-12-21T09:41:12
EV00005,VL00056,view,2024-12-21T12:21:50
EV00011,VL00022,view,2024-12-19T15:32:59
EV00012,VL00013,view,2024-12-16T18:53:10
EV00003,VL00027,view,2024-12-18T13:07:35
EV00004,VL00004,view,2024-12-17T11:39:55
EV00002,VL00020,view,2024-12-22T00:36:46
EV00012,VL00057,view,2024-12-21T20:39:12
EV00012,VL00007,view,2024-12-19T21:01:32
EV00011,VL00035,watchlisted,2024-12-21T12:00:35
EV00011,VL00068,view,2024-12-22T20:40:05
EV00006,VL00041,review,2024-12-18T05:07:23
EV00002,VL00039,view,2024-12-19T05:22:33
EV00007,VL00079,view,2024-12-19T11:16:52
EV00013,VL00035,view,2024-12-20T22:45:51
EV00009,VL00073,review,2024-12-19T01:33:28
EV00006,VL00014,watchlisted,2024-12-20T17:50:15
EV00005,VL00067,watchlisted,2024-12-19T21:38:28
EV00002,VL00029,apply,2024-12-21T06:43:28
EV00002,VL00039,view,2024-12-23T09:15:43
EV00006,VL00031,view,2024-12-16T19:47:08
EV00011,VL00019,view,2024-12-22T17:54:35
EV00007,VL00025,review,2024-12-17T19:28:41
EV00005,VL00065,view,2024-12-20T10:30:28
EV00003,VL00034,watchlisted,2024-12-21T01:13:42
EV00006,VL00042,view,2024-12-19T17:55:03
EV00012,VL00028,review,2024-12-21T07:49:28
EV00011,VL00010,view,2024-12-18T14:25:48
EV00009,VL00079,enquiry,2024-12-20T03:04:33
EV00013,VL00023,view,2024-12-23T10:45:03
EV00002,VL00060,enquiry,2024-12-18T09:29:04
EV00005,VL00029,view,2024-12-17T02:17:09
EV00009,VL00036,enquiry,2024-12-18T00:12:18
EV00004,VL00044,review,2024-12-23T02:23:16
EV00006,VL00027,view,2024-12-23T00:31:01
EV00010,VL00040,apply,2024-12-18T14:32:12
EV00001,VL00076,review,2024-12-18T09:42:11
EV00006,VL00019,view,2024-12-18T13:33:28
EV00003,VL00018,enquiry,2024-12-17T12:41:56
EV00002,VL00033,apply,2024-12-20T05:06:55
EV00001,VL00075,apply,2024-12-20T01:29:16
EV00001,VL00044,watchlisted,2024-12-20T16:50:24
EV00013,VL00021,watchlisted,2024-12-23T00:07:57
EV00005,VL00067,view,2024-12-18T20:50:03
EV00004,VL00006,watchlisted,2024-12-16T15:59:17
EV00002,VL00077,view,2024-12-19T17:44:20
EV00008,VL00074,review,2024-12-20T05:18:36
EV00008,VL00067,enquiry,2024-12-18T19:00:03
EV00006,VL00052,enquiry,2024-12-17T00:38:27
EV00006,VL00062,watchlisted,2024-12-19T09:27:50
EV00010,VL00047,view,2024-12-19T00:59:45
EV00011,VL00020,view,2024-12-16T16:18:58
EV00007,VL00001,view,2024-12-18T08:56:10
EV00007,VL00028,view,2024-12-17T18:43:03
EV00005,VL00042,view,2024-12-20T17:22:05
EV00004,VL00040,view,2024-12-21T18:30:03
EV00007,VL00007,view,2024-12-19T07:02:14
EV00002,VL00077,review,2024-12-20T22:45:31
EV00001,VL00007,view,2024-12-18T23:35:11
EV00011,VL00005,view,2024-12-21T12:21:49
EV00003,VL00001,view,2024-12-20T13:43:49
EV00002,VL00033,apply,2024-12-21T19:42:57
EV00004,VL00078,watchlisted,2024-12-19T06:56:22
EV00009,VL00061,apply,2024-12-19T00:09:14
EV00003,VL00051,view,2024-12-16T21:03:14
EV00002,VL00006,review,2024-12-16T14:26:10
EV00006,VL00061,view,2024-12-21T20:52:51
EV00002,VL00061,view,2024-12-20T14:08:11
EV00007,VL00059,view,2024-12-18T08:49:04
EV00009,VL00075,review,2024-12-21T09:09:23
EV00006,VL00053,view,2024-12-19T02:46:12
EV00007,VL00075,watchlisted,2024-12-17T05:56:41
EV00009,VL00020,review,2024-12-22T06:40:39
EV00012,VL00015,view,2024-12-19T11:55:29
EV00009,VL00008,view,2024-12-21T02:50:02
EV00005,VL00040,view,2024-12-22T03:57:39
EV00012,VL00078,view,2024-12-23T07:16:05
EV00007,VL00041,view,2024-12-20T15:09:42
EV00002,VL00061,view,2024-12-20T00:44:20
EV00003,VL00019,enquiry,2024-12-21T03:37:01
EV00001,VL00037,view,2024-12-21T17:13:01
EV00009,VL00071,apply,2024-12-22T10:10:20
EV00012,VL00023,view,2024-12-23T03:19:54
EV00002,VL00014,review,2024-12-16T17:22:33
EV00005,VL00068,view,2024-12-21T00:32:27
EV00013,VL00030,view,2024-12-21T21:04:53
EV00011,VL00019,watchlisted,2024-12-17T03:59:18
EV00005,VL00019,view,2024-12-22T15:41:17
EV00007,VL00041,review,2024-12-20T10:46:21
EV00005,VL00075,view,2024-12-22T07:05:32
EV00008,VL00038,enquiry,2024-12-23T10:31:06
EV00005,VL00039,view,2024-12-22T17:33:24
EV00009,VL00033,view,2024-12-18T13:04:53
EV00001,VL00045,review,2024-12-23T03:17:34
EV00001,VL00066,view,2024-12-18T05:51:10
EV00007,VL00040,view,2024-12-17T18:58:17
EV00010,VL00035,view,2024-12-22T08:00:41
EV00011,VL00042,view,2024-12-18T17:39:24
EV00002,VL00048,view,2024-12-22T03:35:12
EV00005,VL00040,watchlisted,2024-12-21T00:53:50
EV00013,VL00040,enquiry,2024-12-20T16:09:50
EV00003,VL00052,view,2024-12-16T21:24:47
EV00012,VL00070,view,2024-12-22T11:56:02
EV00012,VL00020,view,2024-12-17T19:39:22
EV00001,VL00069,view,2024-12-20T14:50:04
EV00013,VL00037,watchlisted,2024-12-22T01:57:55
EV00010,VL00019,watchlisted,2024-12-18T14:37:59
EV00011,VL00035,view,2024-12-17T12:11:01
EV00011,VL00080,view,2024-12-19T02:25:02
EV00007,VL00021,apply,2024-12-16T21:14:12
EV00011,VL00045,view,2024-12-17T15:55:45
EV00008,VL00062,review,2024-12-23T05:54:24
EV00001,VL00002,watchlisted,2024-12-23T07:07:44
EV00006,VL00037,view,2024-12-22T02:53:53
EV00008,VL00021,view,2024-12-21T12:37:52
EV00013,VL00069,view,2024-12-21T14:40:04
EV00006,VL00027,view,2024-12-16T17:03:01
EV00002,VL00072,view,2024-12-21T08:28:27
EV00012,VL00031,apply,2024-12-18T06:43:28
EV00010,VL00006,view,2024-12-17T08:31:41
EV00006,VL00063,view,2024-12-19T20:47:02
EV00013,VL00070,view,2024-12-20T06:51:29
EV00004,VL00054,review,2024-12-22T04:26:45
EV00011,VL00032,view,2024-12-23T06:00:24
EV00012,VL00035,view,2024-12-23T09:58:54
EV00004,VL00029,review,2024-12-17T22:36:55
EV00012,VL00068,watchlisted,2024-12-20T12:11:37
EV00002,VL00026,watchlisted,2024-12-21T15:36:50
EV00011,VL00016,enquiry,2024-12-18T21:19:33
EV00011,VL00057,view,2024-12-18T05:51:15
EV00010,VL00019,view,2024-12-20T00:53:22
EV00002,VL00058,view,2024-12-16T18:29:22
EV00012,VL00019,review,2024-12-17T01:24:12
EV00009,VL00074,apply,2024-12-17T21:02:48
EV00008,VL00017,view,2024-12-18T11:53:54
EV00003,VL00071,watchlisted,2024-12-22T04:27:43
EV00005,VL00053,view,2024-12-16T19:39:31
EV00001,VL00018,view,2024-12-17T05:09:00
EV00007,VL00048,view,2024-12-21T21:52:37
EV00008,VL00026,review,2024-12-16T19:05:13
EV00013,VL00076,view,2024-12-18T07:24:48
EV00005,VL00011,review,2024-12-16T15:48:36
EV00003,VL00002,view,2024-12-20T22:36:16
EV00007,VL00025,watchlisted,2024-12-16T23:42:16
EV00006,VL00011,review,2024-12-16T21:00:12
EV00009,VL00064,view,2024-12-16T15:45:59
EV00013,VL00049,view,2024-12-18T09:01:50
EV00009,VL00057,view,2024-12-17T01:53:48
EV00013,VL00016,view,2024-12-17T14:52:48
EV00006,VL00056,view,2024-12-21T14:31:09
EV00013,VL00051,view,2024-12-22T11:18:39
EV00005,VL00056,watchlisted,2024-12-22T17:15:24
EV00010,VL00034,apply,2024-12-16T21:12:38
EV00010,VL00049,apply,2024-12-17T21:12:40
EV00013,VL00034,view,2024-12-22T09:54:17
EV00003,VL00053,view,2024-12-19T18:34:41
EV00007,VL00015,view,2024-12-22T19:54:47
EV00013,VL00004,enquiry,2024-12-18T15:30:39
EV00007,VL00038,view,2024-12-19T23:48:40
EV00010,VL00042,view,2024-12-22T05:49:52
EV00004,VL00043,view,2024-12-20T07:43:02
EV00007,VL00059,apply,2024-12-18T19:06:37
EV00003,VL00022,view,2024-12-17T23:19:08
EV00004,VL00060,view,2024-12-20T19:41:30
EV00010,VL00038,watchlisted,2024-12-18T11:40:31
